,name,total.pop,married,dependent,veteran,first-generation
781,"iowa,decatur",8457,35.7142857,0,0,0
782,"iowa,delaware",17764,12.4979698,55.0798237,0.7625826,41.2112279
783,"iowa,des moines",40325,31.5789474,32.8947368,0,0
784,"iowa,dickinson",16667,10.7623318,76.070479,0.9865471,34.8732539
785,"iowa,dubuque",93653,0,51.1627907,0,0
786,"iowa,emmet",10302,0,0,0,0
787,"iowa,fayette",20880,11.3756452,59.3849841,0,26.7768595
788,"iowa,floyd",16303,20.473251,35.6995885,0.7716049,55.292376
789,"iowa,franklin",10680,16.5852424,55.3849054,0,51.1550628
790,"iowa,fremont",7441,24.3589744,48.7179487,0,47.9452055
791,"iowa,greene",9336,24.5773732,40.8322497,0,66.6026871
792,"iowa,grundy",12453,17.3202614,47.9302832,1.8518519,50.2638522
793,"iowa,guthrie",10954,21.0462169,38.435981,3.1900751,44.1066766
794,"iowa,hamilton",15673,16.9842018,43.8683049,0.5138137,49.3898272
795,"iowa,hancock",11341,0,0,0,0
796,"iowa,hardin",17534,21.7261271,35.2862497,0,43.8462482
797,"iowa,harrison",14928,23.5849057,22.6415094,0,68.3673469
798,"iowa,henry",20145,0,91.9504644,0,40.9568261
799,"iowa,howard",9566,0,0,0,0
800,"iowa,humboldt",9815,14.0417457,36.2428843,1.2333966,41.6216216
801,"iowa,ida",7089,18.1786396,56.0027447,1.2,41.9896641
802,"iowa,iowa",16355,12.6248413,43.960422,1.5786805,58.6941792
803,"iowa,jackson",19848,0,22.2222222,0,51.6129032
804,"iowa,jasper",36842,12.4794233,53.4019587,1.6734239,42.4346309
805,"iowa,jefferson",16843,7.7181208,43.6241611,0,61.971831
806,"iowa,johnson",130882,15.7193316,50.8340838,0.7281463,50.1057303
807,"iowa,jones",20638,0,97.0114943,0,18.7648456
808,"iowa,keokuk",10511,0,0,0,0
809,"iowa,kossuth",15543,18.5483871,29.0322581,2.9032258,50.0963391
810,"iowa,lee",35862,0,0,0,0
811,"iowa,linn",211226,10.989011,84.6153846,0,0
812,"iowa,louisa",11387,8.2901554,57.7720207,0,34.375
813,"iowa,lucas",8898,12.9245283,60.3773585,1.1320755,45.0421941
814,"iowa,lyon",11581,4.1156841,83.6484983,0,51.2077295
815,"iowa,madison",15679,17.8522823,49.5689661,0.9937077,50.6998404
816,"iowa,mahaska",22381,14.1696393,36.8870033,0.9512485,58.7314017
817,"iowa,marion",33309,1.6368286,94.038523,0,22.4209146
818,"iowa,marshall",40648,30.3539279,42.1336633,0.9974172,35.8116196
819,"iowa,mills",15059,12.605303,61.9725853,0,44.6542311
820,"iowa,mitchell",10776,8.7822878,62.2140221,0.8118081,39.0161154
821,"iowa,monona",9243,30.2752294,31.1926606,0,50.5154639
822,"iowa,monroe",7970,9.6244944,63.2767728,1.1649703,42.2690258
823,"iowa,montgomery",10740,14.4616554,53.7111858,1.3207293,52.4471092
824,"iowa,muscatine",42745,16.1585366,43.445122,1.5243902,51.1111111
825,"iowa,obrien",NA,1.7886179,90.0813008,0,17.6165803
826,"iowa,osceola",6462,12.8603983,39.2846527,0.9610621,51.1869259
827,"iowa,page",15932,2.8099455,86.6825613,0.1873297,34.2211152
828,"iowa,palo alto",9421,14.1538462,15.6923077,0,56.4753004
829,"iowa,plymouth",24986,18.0457248,35.426928,1.309909,51.0253095
830,"iowa,pocahontas",7310,22.9915662,25.1544978,2.1408297,47.9100594
831,"iowa,polk",430640,14.1473715,37.8968254,0,61.4627265
832,"iowa,pottawattamie",93158,7.4172827,27.8580349,1.2816778,65.5893095
833,"iowa,poweshiek",18914,15.8495954,57.4538641,0.6069984,43.0594304
834,"iowa,ringgold",5131,14.0525195,56.9907736,1.3484741,45.7165733
835,"iowa,sac",10350,18.4647303,51.4522822,1.0373444,51.4863258
836,"iowa,scott",165224,16.0502703,37.6167935,2.3697448,53.9692326
837,"iowa,shelby",12167,17.2143179,45.9938753,1.7599973,47.1864442
838,"iowa,sioux",33704,17.2143179,45.9938753,1.7599973,47.1864442
839,"iowa,story",89542,17.2143179,45.9938753,1.7599973,47.1864442
840,"iowa,tama",17767,17.2143179,45.9938753,1.7599973,47.1864442
841,"iowa,taylor",6317,17.2143179,45.9938753,1.7599973,47.1864442
842,"iowa,union",12534,17.2143179,45.9938753,1.7599973,47.1864442
843,"iowa,van buren",7570,17.2143179,45.9938753,1.7599973,47.1864442
844,"iowa,wapello",35625,17.2143179,45.9938753,1.7599973,47.1864442
845,"iowa,warren",46225,17.2143179,45.9938753,1.7599973,47.1864442
846,"iowa,washington",21704,17.2143179,45.9938753,1.7599973,47.1864442
847,"iowa,wayne",6403,17.2143179,45.9938753,1.7599973,47.1864442
848,"iowa,webster",38013,17.2143179,45.9938753,1.7599973,47.1864442
849,"iowa,winnebago",10866,17.2143179,45.9938753,1.7599973,47.1864442
850,"iowa,winneshiek",21056,17.2143179,45.9938753,1.7599973,47.1864442
851,"iowa,woodbury",102172,17.2143179,45.9938753,1.7599973,47.1864442
852,"iowa,worth",7598,17.2143179,45.9938753,1.7599973,47.1864442
853,"iowa,wright",13229,17.2143179,45.9938753,1.7599973,47.1864442
854,"kansas,allen",13371,9.972324,61.8989707,0.4183695,49.3468504
855,"kansas,anderson",8102,20.9009009,44.984985,1.2012012,56.9306931
856,"kansas,atchison",16924,7.7849331,67.4633539,0.22081,50.7809187
857,"kansas,barber",4861,23.7994122,32.7404675,1.6571613,43.9026263
858,"kansas,barton",27674,3.2960363,86.0742565,0.6261741,35.3828819
859,"kansas,bourbon",15173,3.2114184,84.9241748,0,40.8510638
860,"kansas,brown",9984,12.0049641,57.2130183,2.0271524,34.5046481
861,"kansas,butler",65880,14.9044586,36.0509554,0,67.2164949
862,"kansas,chase",2790,1.0515938,93.4932632,0,28.3124128
863,"kansas,chautauqua",3669,0,65.3846154,0,0
864,"kansas,cherokee",21603,0,0,0,0
865,"kansas,cheyenne",2726,6.6701138,64.7190624,0.6204757,52.1873619
866,"kansas,clark",2215,21,40.5,0,60
867,"kansas,clay",8535,15.9840522,28.4523378,1.2323306,60.5456213
868,"kansas,cloud",9533,25.8333333,54.6749084,0,52.5
869,"kansas,coffey",8601,0,0,0,0
870,"kansas,comanche",1891,20.6471495,26.9645609,4.7508988,66.0566449
871,"kansas,cowley",36311,4.8387097,90.4466501,0,22.745098
872,"kansas,crawford",39134,18.6666667,37.7777778,15.5555556,39.1089109
873,"kansas,decatur",2961,36.4438848,20.0754569,1.7613039,61.7930403
874,"kansas,dickinson",19754,15.9804606,56.4549895,0.3954408,47.760021
875,"kansas,doniphan",7945,13.9907248,62.6072622,1.6103481,40.3785923
876,"kansas,douglas",110826,0,0,0,0
877,"kansas,edwards",3037,0,0,0,0
878,"kansas,elk",2882,13.9885955,47.2791804,1.4535859,43.4741182
879,"kansas,ellis",28452,9.202454,43.5582822,0,49.2537313
880,"kansas,ellsworth",6497,18.6969614,38.2972899,0.9307419,51.4472777
881,"kansas,finney",36776,16.7376426,51.6289741,1.1854171,38.7378772
882,"kansas,ford",33848,11.6147309,73.6543909,0,26.8656716
883,"kansas,franklin",25992,19.8347107,54.5454546,0,37.3831776
884,"kansas,geary",34362,4.3367347,83.6734694,0,33.9055794
885,"kansas,gove",2695,15.6791249,50.9571559,0,55.1901336
886,"kansas,graham",2597,46.2068966,17.5862069,4.137931,42.6966292
887,"kansas,grant",7829,9.0541633,40.6628941,0,46.4717742
888,"kansas,gray",6006,14.8744113,59.1640502,0.66719,49.5650183
889,"kansas,greeley",1247,13.2867133,48.2517483,0,58.8235294
890,"kansas,greenwood",6689,5.8823529,84.6405229,0,26.9097222
891,"kansas,hamilton",2690,18.9021182,36.1276876,1.5151984,52.9603949
892,"kansas,harper",6034,0,0,0,0
893,"kansas,harvey",34684,5.8708415,75.3424658,0,45.945946
894,"kansas,haskell",4256,3.3278554,88.6195563,0.5341003,39.497307
895,"kansas,hodgeman",1916,17.0140831,28.9801189,0.8167181,54.7820757
896,"kansas,jackson",13462,17.3287409,29.5522388,2.1239954,51.0073875
897,"kansas,jefferson",19126,15.8100367,46.1830503,0.7405376,58.7078109
898,"kansas,jewell",3077,7.9694657,64.0916031,0.7022901,48.3775811
899,"kansas,johnson",544179,17.8617158,54.737516,0,51.1695906
900,"kansas,kearny",3977,20.473251,35.6995885,0.7716049,55.292376
901,"kansas,kingman",7858,29.9625468,23.2209738,0,65.1785714
902,"kansas,kiowa",2553,18.9761486,40.5162625,1.78427,55.008641
903,"kansas,labette",21607,0,0,0,65.5737705
904,"kansas,lane",1750,18.9189189,22.972973,0,0
905,"kansas,leavenworth",76227,21.540901,43.362742,0,53.5401796
906,"kansas,lincoln",3241,17.6981433,40.7766021,0.9532841,49.7445425
907,"kansas,linn",9656,0,91.1290323,0,0
908,"kansas,logan",2756,0,91.6515427,0,28.5444234
909,"kansas,lyon",33690,16.1416726,55.0478519,0,47.4300048
912,"kansas,mcpherson",29180,1.8083183,91.1392405,0,28.8461539
910,"kansas,marion",12660,28.4643323,39.010989,0,61.0223642
911,"kansas,marshall",10117,7.3514602,83.5850957,0,27.8794403
913,"kansas,meade",4575,23.4636872,20.1117318,0,63.1609871
914,"kansas,miami",32787,20.4413086,40.8615247,0,53.1954887
915,"kansas,mitchell",6373,27.5885803,50.3025316,0.4681404,43.7356038
916,"kansas,montgomery",35471,16.4823147,40.7537118,1.5169195,54.2035488
917,"kansas,morris",5923,19.8734646,27.7675433,3.0210238,50.5546375
918,"kansas,morton",3233,7.6898634,69.717191,0,41.2840612
919,"kansas,nemaha",10178,18.0109954,27.0424468,1.3134851,55.6026059
920,"kansas,neosho",16512,12.8603983,39.2846527,0.9610621,51.1869259
921,"kansas,ness",3107,12.8125,67.96875,0,35.5442177
922,"kansas,norton",5671,16.4790174,49.3346981,0,54.3640898
923,"kansas,osage",16295,28.9628491,32.1083406,1.7028561,52.0443418
924,"kansas,osborne",3858,1.7889088,93.2021467,0,21.9330855
925,"kansas,ottawa",6091,10.1798684,63.1612365,0.3937713,49.1774692
926,"kansas,pawnee",6973,3.2691609,83.7994915,0.5085361,38.8313303
927,"kansas,phillips",5642,15.472561,43.1402439,1.4481707,49.7232472
928,"kansas,pottawatomie",21604,9.0118454,66.3934455,0.8674563,35.315703
929,"kansas,pratt",9656,11.6504854,74.7572816,0,32.2981367
930,"kansas,rawlins",2519,13.8858692,61.6514804,0.6937562,39.0875912
931,"kansas,reno",64511,23.659306,36.340694,0,54.2372881
932,"kansas,republic",4980,15.4289021,62.1132414,0.637146,45.5161349
933,"kansas,rice",10083,0,0,0,0
934,"kansas,riley",71115,19.9275362,24.1638796,1.1148272,59.2464437
935,"kansas,rooks",5181,0,0,0,0
936,"kansas,rush",3307,11.1988572,45.0355928,2.631579,50.3970918
937,"kansas,russell",6970,12.1200034,48.6039003,0,53.1552513
938,"kansas,saline",55606,23.2,28.3428572,0,0
939,"kansas,scott",4936,11.8460613,58.478653,1.1725797,45.0845119
940,"kansas,sedgwick",498365,17.2143179,45.9938753,1.7599973,47.1864442
941,"kansas,seward",22952,17.2143179,45.9938753,1.7599973,47.1864442
942,"kansas,shawnee",177934,17.2143179,45.9938753,1.7599973,47.1864442
943,"kansas,sheridan",2556,17.2143179,45.9938753,1.7599973,47.1864442
944,"kansas,sherman",6010,17.2143179,45.9938753,1.7599973,47.1864442
945,"kansas,smith",3853,17.2143179,45.9938753,1.7599973,47.1864442
946,"kansas,stafford",4437,17.2143179,45.9938753,1.7599973,47.1864442
947,"kansas,stanton",2235,17.2143179,45.9938753,1.7599973,47.1864442
948,"kansas,stevens",5724,17.2143179,45.9938753,1.7599973,47.1864442
949,"kansas,sumner",24132,17.2143179,45.9938753,1.7599973,47.1864442
950,"kansas,thomas",7900,17.2143179,45.9938753,1.7599973,47.1864442
951,"kansas,trego",3001,17.2143179,45.9938753,1.7599973,47.1864442
952,"kansas,wabaunsee",7053,17.2143179,45.9938753,1.7599973,47.1864442
953,"kansas,wallace",1485,17.2143179,45.9938753,1.7599973,47.1864442
954,"kansas,washington",5799,17.2143179,45.9938753,1.7599973,47.1864442
955,"kansas,wichita",2234,17.2143179,45.9938753,1.7599973,47.1864442
956,"kansas,wilson",9409,17.2143179,45.9938753,1.7599973,47.1864442
957,"kansas,woodson",3309,17.2143179,45.9938753,1.7599973,47.1864442
958,"kansas,wyandotte",157505,17.2143179,45.9938753,1.7599973,47.1864442
959,"kentucky,adair",18656,0,97.6642336,0,25.0750751
960,"kentucky,allen",19956,7.9787234,66.3079283,0,42.1462747
961,"kentucky,anderson",21421,19.3344362,38.5811672,1.7996187,34.5914829
962,"kentucky,ballard",8249,15.5729413,46.5456209,3.6554513,46.8576966
963,"kentucky,barren",42173,15.2069864,59.2743928,1.438978,29.1497814
964,"kentucky,bath",11591,21.2849887,63.997105,0.9871668,39.3741922
965,"kentucky,bell",28691,18.6625517,56.4070443,0.9082368,53.0342637
966,"kentucky,boone",118811,5.0837666,75.8809937,0.6354708,31.6153363
967,"kentucky,bourbon",19985,20.6911391,32.7207133,1.7610376,41.4338131
968,"kentucky,boyd",49542,19.1805213,30.943244,2.1998862,54.2412944
969,"kentucky,boyle",28432,3.6568214,89.7327708,0,39.3135725
970,"kentucky,bracken",8488,14.1961524,49.5112536,0.6060606,37.5697915
971,"kentucky,breathitt",13878,7.0404923,79.4997036,0,20.2769184
972,"kentucky,breckinridge",20059,20,34.6153846,0,59.375
973,"kentucky,bullitt",74319,7.4503311,57.1192053,0,55.6818182
974,"kentucky,butler",12690,10.6007067,71.2685734,0,39.5232189
975,"kentucky,caldwell",12984,14.0213354,27.5028073,2.8634361,56.8384327
976,"kentucky,calloway",37191,10.8343711,38.2316314,1.24533,59.8652551
977,"kentucky,campbell",90336,9.2134832,73.0337079,0,42.9648241
978,"kentucky,carlisle",5104,22.3278461,48.3076814,0.9940358,53.0001446
979,"kentucky,carroll",10811,29.2108641,36.3225551,10.6258959,49.8251373
980,"kentucky,carter",27720,23.3740657,21.4061967,3.092144,49.7285751
981,"kentucky,casey",15955,15.3199646,51.4302566,1.8431141,42.7692308
982,"kentucky,christian",73955,12.8603983,39.2846527,0.9610621,51.1869259
983,"kentucky,clark",35613,2.258567,93.7694704,0,23.880597
984,"kentucky,clay",21730,6.5079365,79.2063492,0,34.4178082
985,"kentucky,clinton",10272,15.3208903,48.3636604,0,48.7720554
986,"kentucky,crittenden",9315,10,72.2222222,0,48.447205
987,"kentucky,cumberland",6856,24.2959427,46.0143198,2.1002387,41.7391304
988,"kentucky,daviess",96656,16.0272084,42.6868279,0,61.8282005
989,"kentucky,edmonson",12161,0,0,0,18.9328744
990,"kentucky,elliott",7852,44.0692456,8.0359051,1.6456508,45.6136258
991,"kentucky,estill",14672,13.4317343,46.7158672,0,51.8584071
992,"kentucky,fayette",295803,0,0,0,0
993,"kentucky,fleming",14348,0,50,0,0
994,"kentucky,floyd",39451,11.1923149,39.1093406,0,47.5735
995,"kentucky,franklin",49285,0,96.7908903,0,19.6791444
996,"kentucky,fulton",6813,16.3300816,40.646555,1.1523267,56.1034636
997,"kentucky,gallatin",8589,25.1781473,32.0665083,0,60.7246377
998,"kentucky,garrard",16912,9.4996374,65.6272661,0,44.0447642
999,"kentucky,grant",24662,20.2360877,50.1131624,0.955593,55.9726963
1000,"kentucky,graves",37121,14.2523365,52.3364486,0,59.3406593
1001,"kentucky,grayson",25746,14.9943727,57.0326726,0,37.84004
1002,"kentucky,green",11258,36.6666667,36.6666667,0,0
1003,"kentucky,greenup",36910,15.9977759,53.2508245,0,50.209271
1004,"kentucky,hancock",8565,23.0342483,44.6737583,1.0666496,52.0371543
1005,"kentucky,hardin",105543,29.8507463,22.3880597,0,0
1006,"kentucky,harlan",29278,13.2668957,54.772908,1.2978112,48.5378956
1007,"kentucky,harrison",18846,11.6706528,57.2275394,1.3096956,47.6419858
1008,"kentucky,hart",18199,23.2313231,20.3646964,5.7045252,51.6853777
1009,"kentucky,henderson",46250,20.1818182,33.1818182,0.9090909,51.4008621
1010,"kentucky,henry",15416,19.1946481,33.9807453,1.2773815,50.2457569
1011,"kentucky,hickman",4902,20.434296,53.9174635,0.8414126,43.9453378
1012,"kentucky,hopkins",46920,10.8160842,53.3928572,0.6828979,44.338679
1013,"kentucky,jackson",13494,18.0450447,28.5063225,1.7873387,51.1955194
1014,"kentucky,jefferson",741096,28.8226382,18.8724164,2.5808895,48.4408017
1015,"kentucky,jessamine",48586,11.30749,67.7350167,0.7108945,29.9609607
1016,"kentucky,johnson",23356,1.270648,91.7407878,0,20.7702889
1017,"kentucky,kenton",159720,23.2565422,34.2634309,2.1103896,58.9355219
1018,"kentucky,knott",16346,17.2892971,51.9174799,0.6442241,53.9033415
1019,"kentucky,knox",31883,0,0,0,0
1020,"kentucky,larue",14193,4.1974985,75.5549735,0.3601598,53.7076004
1021,"kentucky,laurel",58849,16.6936791,39.7082658,0,64.5435244
1022,"kentucky,lawrence",15860,14.1573034,33.4831461,0,49.4475138
1023,"kentucky,lee",7887,4.3593886,77.948045,0.6489351,35.1957781
1024,"kentucky,leslie",11310,21.5162791,28.7067976,1.7639301,55.3487298
1025,"kentucky,letcher",24519,6.3844278,74.4864008,0.830494,39.0971638
1026,"kentucky,lewis",13870,14.8101663,47.568246,0.7530593,45.2100221
1027,"kentucky,lincoln",24742,4.0583386,84.2739379,0.412175,28.1905081
1028,"kentucky,livingston",9519,43.8281803,15.8130753,2.9029974,47.8164732
1029,"kentucky,logan",26835,31.0348691,12.7979275,2.9533679,54.5671168
1030,"kentucky,lyon",8314,21.2121212,33.3333333,0,61.1111111
1037,"kentucky,mccracken",65565,21.4285714,44.0476191,0,61.1940299
1038,"kentucky,mccreary",18306,9.4203209,63.9717862,0.4440327,44.8371977
1039,"kentucky,mclean",9531,15.9090909,25,0,65.9793814
1031,"kentucky,madison",82916,21.2096706,38.6313576,1.7445441,48.7197487
1032,"kentucky,magoffin",13333,24.3902439,0,0,0
1033,"kentucky,marion",19820,1.4512785,94.1257775,0,29.4342508
1034,"kentucky,marshall",31448,18.1208054,14.0939597,0,50.3816794
1035,"kentucky,martin",12929,18.3017312,45.0948063,0.8244023,36.4220184
1036,"kentucky,mason",17490,16.2124316,57.055263,1.0729614,35.9989527
1040,"kentucky,meade",28602,0,96.75,0,33.6842105
1041,"kentucky,menifee",6306,19.5968645,50.1679731,0,45.9493671
1042,"kentucky,mercer",21331,8.135169,72.9662078,0,36.4902507
1043,"kentucky,metcalfe",10099,0,0,0,0
1044,"kentucky,monroe",10963,24.0437159,36.9763206,0,54.8596112
1045,"kentucky,montgomery",26499,10.0391773,49.2654261,0.6366308,56.7901235
1046,"kentucky,morgan",13923,8.9848308,64.4107351,0,44.4444444
1047,"kentucky,muhlenberg",31499,8.0886992,67.0678225,0.8288928,41.1558001
1048,"kentucky,nelson",43437,0,52.173913,0,61.6666667
1049,"kentucky,nicholas",7135,0,97.9831933,0,18.556701
1050,"kentucky,ohio",23842,22.2222222,32.4786325,0,34.8717949
1051,"kentucky,oldham",60316,13.1893785,35.74555,1.2839218,53.6988359
1052,"kentucky,owen",10841,21.2628589,52.6220715,0.613672,40.8375447
1053,"kentucky,owsley",4755,24.0437159,36.9763206,0,54.8596112
1054,"kentucky,pendleton",14877,12.5679951,59.156758,2.0347137,34.3917239
1055,"kentucky,perry",28712,15.6269114,72.9357798,0,37.7529856
1056,"kentucky,pike",65024,1.9100303,91.1491494,0.2504958,22.5799339
1057,"kentucky,powell",12613,0,96.1051607,0,28.1111111
1058,"kentucky,pulaski",63063,21.9316543,38.7070942,5.076056,58.6791998
1059,"kentucky,robertson",2282,6.0425532,83.6595745,0,40.1631913
1060,"kentucky,rockcastle",17056,13.2118451,66.5148064,0,36.57289
1061,"kentucky,rowan",23333,10.2980008,72.3500566,0,48.0972031
1062,"kentucky,russell",17565,3.1049013,88.711466,0.332668,32.4681454
1063,"kentucky,scott",47173,7.2644302,72.0892945,0.4563394,37.4848689
1064,"kentucky,shelby",42074,17.2143179,45.9938753,1.7599973,47.1864442
1065,"kentucky,simpson",17327,17.2143179,45.9938753,1.7599973,47.1864442
1066,"kentucky,spencer",17061,17.2143179,45.9938753,1.7599973,47.1864442
1067,"kentucky,taylor",24512,17.2143179,45.9938753,1.7599973,47.1864442
1068,"kentucky,todd",12460,17.2143179,45.9938753,1.7599973,47.1864442
1069,"kentucky,trigg",14339,17.2143179,45.9938753,1.7599973,47.1864442
1070,"kentucky,trimble",8809,17.2143179,45.9938753,1.7599973,47.1864442
1071,"kentucky,union",15007,17.2143179,45.9938753,1.7599973,47.1864442
1072,"kentucky,warren",113792,17.2143179,45.9938753,1.7599973,47.1864442
1073,"kentucky,washington",11717,17.2143179,45.9938753,1.7599973,47.1864442
1074,"kentucky,wayne",20813,17.2143179,45.9938753,1.7599973,47.1864442
1075,"kentucky,webster",13621,17.2143179,45.9938753,1.7599973,47.1864442
1076,"kentucky,whitley",35637,17.2143179,45.9938753,1.7599973,47.1864442
1077,"kentucky,wolfe",7355,17.2143179,45.9938753,1.7599973,47.1864442
1078,"kentucky,woodford",24939,17.2143179,45.9938753,1.7599973,47.1864442
1079,"louisiana,acadia",61773,0,0,0,0
1080,"louisiana,allen",25764,17.1575503,49.368864,1.3090229,43.5089625
1081,"louisiana,ascension",107215,21.4285714,26.7857143,0,51.3888889
1082,"louisiana,assumption",23421,5.2419355,83.266129,0,44.6952596
1083,"louisiana,avoyelles",42073,17.5012645,45.0682853,0,54.4529262
1084,"louisiana,beauregard",35654,20.75,53.6666667,0,55.1690821
1085,"louisiana,bienville",14353,10.3186234,64.4627111,0.4161133,34.1009479
1086,"louisiana,bossier",116979,5.1831807,84.6378018,0.4579517,22.9783473
1087,"louisiana,caddo",254969,24.8640249,15.6954157,2.4087024,58.2964057
1088,"louisiana,calcasieu",192768,42.9418228,30.5481414,0,61.9765554
1089,"louisiana,caldwell",10132,9.8786828,73.1369151,0,36.9344414
1090,"louisiana,cameron",6839,26.0639345,31.2579092,1.5995531,49.0242199
1091,"louisiana,catahoula",10407,30.7723822,30.2096828,2.9272912,45.9767061
1092,"louisiana,claiborne",17195,21.8474053,52.2107116,1.7170198,41.1184731
1093,"louisiana,concordia",20822,21.8596254,41.124464,0,49.5188474
1094,"louisiana,de soto",26656,0,34.8484849,0,35.483871
1095,"louisiana,east baton rouge",440171,26.9230769,44.2307692,0,0
1096,"louisiana,east carroll",7759,21.8100285,32.5723604,1.5491235,48.6700887
1097,"louisiana,east feliciana",20267,10.5874118,68.5584838,0.3904217,27.2141409
1098,"louisiana,evangeline",33984,16.630122,45.0874791,1.0132942,40.5928709
1099,"louisiana,franklin",20767,31.7679558,12.7071823,2.7624309,45.2459016
1100,"louisiana,grant",22309,7.1117562,59.7223283,0,50.4735904
1101,"louisiana,iberia",73240,15.0316456,48.4177215,0,42.3572744
1102,"louisiana,iberville",33387,21.9925179,52.1843558,0,47.968177
1103,"louisiana,jackson",16274,0,92.2201139,0,18.7628866
1104,"louisiana,jefferson",432552,13.7582647,44.4171862,1.6997883,49.0614942
1105,"louisiana,jefferson davis",31594,30.3730551,32.6975332,6.2618596,42.7991968
1107,"louisiana,lafayette",221578,0,0,0,0
1108,"louisiana,lafourche",96318,0,41.5841584,0,41.7582418
1106,"louisiana,la salle",14890,5.5627273,75.7052696,0.6206251,38.8198485
1109,"louisiana,lincoln",46735,18.0110606,39.5150904,2.8403814,60.6337977
1110,"louisiana,livingston",128026,17.0112666,24.3902439,1.3742726,55.3817169
1111,"louisiana,madison",12093,31.088724,38.6178862,0,50.2415459
1112,"louisiana,morehouse",27979,11.0687786,52.0420918,2.8684725,47.7773764
1113,"louisiana,natchitoches",39566,6.8996961,67.1428571,0.7294833,51.7229497
1114,"louisiana,orleans",343829,16.5413534,32.3308271,0,46.1538462
1115,"louisiana,ouachita",153720,14.1114058,51.7241379,0.795756,43.5723115
1116,"louisiana,plaquemines",23042,20.3947368,49.3421053,0,40.7407407
1117,"louisiana,pointe coupee",22802,20.4925411,33.1105035,2.2716249,48.7643815
1118,"louisiana,rapides",131613,13.1355487,43.3898482,3.4400459,44.9500675
1119,"louisiana,red river",9091,11.2314596,50.4814311,0.7199424,43.0557815
1120,"louisiana,richland",20725,11.481976,52.6924789,1.1125946,45.7037428
1121,"louisiana,sabine",24233,0,0,0,0
1122,"louisiana,st bernard",35897,17.2143179,45.9938753,1.7599973,47.1864442
1123,"louisiana,st charles",52780,17.2143179,45.9938753,1.7599973,47.1864442
1124,"louisiana,st helena",11203,17.2143179,45.9938753,1.7599973,47.1864442
1125,"louisiana,st james",22102,17.2143179,45.9938753,1.7599973,47.1864442
1126,"louisiana,st john the baptist",45924,17.2143179,45.9938753,1.7599973,47.1864442
1127,"louisiana,st landry",83384,17.2143179,45.9938753,1.7599973,47.1864442
1128,"louisiana,st martin:north",NA,17.2143179,45.9938753,1.7599973,47.1864442
1129,"louisiana,st martin:south",NA,17.2143179,45.9938753,1.7599973,47.1864442
1130,"louisiana,st mary",54650,17.2143179,45.9938753,1.7599973,47.1864442
1131,"louisiana,st tammany",233740,17.2143179,45.9938753,1.7599973,47.1864442
1132,"louisiana,tangipahoa",121097,17.2143179,45.9938753,1.7599973,47.1864442
1133,"louisiana,tensas",5252,17.2143179,45.9938753,1.7599973,47.1864442
1134,"louisiana,terrebonne",111860,17.2143179,45.9938753,1.7599973,47.1864442
1135,"louisiana,union",22721,17.2143179,45.9938753,1.7599973,47.1864442
1136,"louisiana,vermilion",57999,17.2143179,45.9938753,1.7599973,47.1864442
1137,"louisiana,vernon",52334,17.2143179,45.9938753,1.7599973,47.1864442
1138,"louisiana,washington",47168,17.2143179,45.9938753,1.7599973,47.1864442
1139,"louisiana,webster",41207,17.2143179,45.9938753,1.7599973,47.1864442
1140,"louisiana,west baton rouge",23788,17.2143179,45.9938753,1.7599973,47.1864442
1141,"louisiana,west carroll",11604,17.2143179,45.9938753,1.7599973,47.1864442
1142,"louisiana,west feliciana",15625,17.2143179,45.9938753,1.7599973,47.1864442
1143,"louisiana,winn",15313,17.2143179,45.9938753,1.7599973,47.1864442
1144,"maine,androscoggin",107702,0,96.6277562,0,16.3265306
1145,"maine,aroostook",71870,22.7990971,51.4672686,0,35.4415275
1146,"maine,cumberland",281674,33.2469849,33.4252298,0.7759775,49.7799151
1147,"maine,franklin",30768,22.8412256,42.0612813,0,61.829653
1148,"maine,hancock",54418,25.9202139,8.5235451,2.2002879,52.2178245
1149,"maine,kennebec",122151,9.2150171,13.1399317,0,55.7603687
1150,"maine,knox",39736,0,0,0,16.0409556
1151,"maine,lincoln",34457,12.6789366,34.5603272,0,39.8568019
1152,"maine,oxford",57833,0,0,0,0
1153,"maine,penobscot",153923,7.1428571,70.2857143,0,34.8993289
1154,"maine,piscataquis",17535,0,79.8792757,0,29.8876405
1155,"maine,sagadahoc",35293,6.4366842,70.4479711,1.2323306,44.1144921
1156,"maine,somerset",52228,17.2143179,45.9938753,1.7599973,47.1864442
1157,"maine,waldo",38786,17.2143179,45.9938753,1.7599973,47.1864442
1158,"maine,washington",32856,17.2143179,45.9938753,1.7599973,47.1864442
1159,"maine,york",197131,17.2143179,45.9938753,1.7599973,47.1864442
1160,"maryland,allegany",75087,15.9472833,36.3945195,1.079789,52.0731834
1161,"maryland,anne arundel",537656,0,87.5,0,37.9562044
1162,"maryland,baltimore",1425990,9.283165,47.2945099,1.24533,53.9920335
1164,"maryland,calvert",88737,15.4269973,63.9669422,0,47.230865
1165,"maryland,caroline",33066,12.0713306,55.4183813,0,56.6775244
1166,"maryland,carroll",167134,7.7669903,79.7734628,0.6472492,39.9466192
1167,"maryland,cecil",101108,30.4964539,11.3475177,0,49.1869919
1168,"maryland,charles",146551,18.2967705,41.3809131,1.3042796,46.6057781
1169,"maryland,dorchester",32618,13.4354764,54.4446645,0,32.8377091
